Label (Grouping),ZCTA5 28202!!Estimate,ZCTA5 28203!!Estimate,ZCTA5 28204!!Estimate,ZCTA5 28205!!Estimate,ZCTA5 28206!!Estimate,ZCTA5 28207!!Estimate,ZCTA5 28208!!Estimate,ZCTA5 28209!!Estimate,ZCTA5 28210!!Estimate,ZCTA5 28211!!Estimate,ZCTA5 28212!!Estimate,ZCTA5 28213!!Estimate,ZCTA5 28214!!Estimate,ZCTA5 28215!!Estimate,ZCTA5 28216!!Estimate,ZCTA5 28217!!Estimate,ZCTA5 28226!!Estimate,ZCTA5 28227!!Estimate,ZCTA5 28262!!Estimate,ZCTA5 28269!!Estimate,ZCTA5 28270!!Estimate,ZCTA5 28273!!Estimate,ZCTA5 28277!!Estimate,ZCTA5 28278!!Estimate,ZCTA5 48201!!Estimate,ZCTA5 48202!!Estimate,ZCTA5 48203!!Estimate,ZCTA5 48204!!Estimate,ZCTA5 48205!!Estimate,ZCTA5 48206!!Estimate,ZCTA5 48207!!Estimate,ZCTA5 48208!!Estimate,ZCTA5 48209!!Estimate,ZCTA5 48210!!Estimate,ZCTA5 48211!!Estimate,ZCTA5 48212!!Estimate,ZCTA5 48213!!Estimate,ZCTA5 48214!!Estimate,ZCTA5 48215!!Estimate,ZCTA5 48216!!Estimate,ZCTA5 48217!!Estimate,ZCTA5 48218!!Estimate,ZCTA5 48219!!Estimate,ZCTA5 48220!!Estimate,ZCTA5 48221!!Estimate,ZCTA5 48223!!Estimate,ZCTA5 48224!!Estimate,ZCTA5 48225!!Estimate,ZCTA5 48226!!Estimate,ZCTA5 48228!!Estimate,ZCTA5 48238!!Estimate
Median value (dollars),"425,900","708,600","576,900","410,800","239,700","1,348,900","198,300","596,000","486,000","701,900","236,300","251,700","258,400","273,800","246,100","238,500","560,100","313,900","297,300","300,300","543,600","304,900","507,600","413,400","401,500","193,700","76,100","53,600","55,700","102,300","193,800","186,700","82,800","60,100","66,900","98,200","52,100","120,500","105,400","225,300","45,100","56,100","84,500","229,700","138,700","87,700","77,900","140,800","307,700","55,100","58,700"
